order_name;status;contragent;dogovor;manager;order_number;order_date;scheme_date;logistic_date;create_date;payment_amount;payment_current;product_name;qty
7354 - ПНС и ВНС в корпусе 2 шт.  8-10 нед из КП! Доставка. (С РАСШИРЕННОЙ ГАРАНТИЕЙ);к отгрузке;СЗ Инвестгрупп ООО;Договор поставки № 689/25;Людвик Мирзоян;ПКНФ-00845 ;16.10.2025;10.11.2025;16.10.2025;16.10.2025;5211000;3647700;КСС-ВНС-3000-4800 с трубной обвязкой DN65 из нерж. ст. AISI 304 на базе установки подачи воды для по;1
7354 - ПНС и ВНС в корпусе 2 шт.  8-10 нед из КП! Доставка. (С РАСШИРЕННОЙ ГАРАНТИЕЙ);к отгрузке;СЗ Инвестгрупп ООО;Договор поставки № 689/25;Людвик Мирзоян;ПКНФ-00845 ;16.10.2025;10.11.2025;16.10.2025;16.10.2025;5211000;3647700;КСС-ПНС-3200-4800 с трубной обвязкой DN150 из нерж. ст. AISI 304 на базе установки подачи воды для п;1
7187У - ВНС 4шт, срок 3-5 недель, Доставка включена;В работе;ООО «СЗ «Стройком»;Договор поставки № 684/25;Сергеев Дмитрий Владимирович;ПКНФ-00847 ;27.11.2025;;27.11.2025;27.11.2025;1296208;648104;Станция повышенного давления КСС-МЧ-3-CDM3-11+СХ (ПК);4
7543 - КНС, 6-8 недель, Самовывоз ;к отгрузке;ТЕВАР;Договор поставки № 575/25;Алешков Антон;ПКНФ-00859 ;23.10.2025;;23.10.2025;23.10.2025;1658000;1658000;КСС-ККНС-2500-4000, на базе насосов CNP;1
7413 - Комплект оборудования, 3-5 недель, самовывоз;В работе;ЛИДЕР ООО;Договор поставки № 694/25;Сергеев Дмитрий Владимирович;ПКНФ-00869 ;29.10.2025;;29.10.2025;29.10.2025;1252000;877000;Комплект оборудования для размещения в бетонном корпусе насосной станции, включающий в себя:;1
7209 - ПНС в корпусе, 2шт., 9-11 недель, Доставка товара включена в стоимость  ;В работе;РК-СТРОЙГРУПП ООО;Договор поставки № 697/25;Собиев Олег;ПКНФ-00880 ;31.10.2025;11.11.2025;13.01.2026;31.10.2025;5250000;5250000;Насосная станция пожаротушения в корпусе из стеклопластика КСС-ПНС-3000-14700;2
7469 - ЕН, 6-8 нед.(списаны лестницы к ЛОС 5755.3 добавить их тоже в наряд!!!) Доставка товара осуществляется силами и за счет Поставщика, до объекта Покупателя поадресу. Мартыновский район, сл. Большая Орловка пер, Школьный 20а.;В работе;КСС РОСТОВ ООО;Основной договор 1/18;Лесниченко Артем Евгеньевич;ПКНФ-00886 ;01.11.2025;01.11.2025;01.11.2025;01.11.2025;431505;200000;КСС-ЕН-30, D=1800 мм, L=11990 мм, объем 30 м3;1
5033 - ЛОС 4 шт, 6-10 рабочих недель, Доставка включена в стоимость оборудования.;В работе;НОРМАСТРОЙИНДУСТРИЯ (НСИ) ООО;Договор поставки № 186/25;Людвик Мирзоян;ПКНФ-00889 ;05.11.2025;19.11.2025;12.01.2026;05.11.2025;16250000;16250000;Модульная установка локальных очистных сооружений КСС-ЛОС-125 , 125 л/с, D=3600 мм, L=16300 мм;4
7308 - работы изменение ультрафиолета;В работе;МЕЖДУНАРОДНЫЙ АЭРОПОРТ СОЧИ  АО МАС АО;Договор поставки и монтажа №1107/25-МАС;Сидоренко Александр;ПКНФ-00902 ;12.11.2025;;28.11.2025;12.11.2025;270000;270000;Комплект оборудования для автоматизации процесса включения ультрафиолетового обеззараживателя жидкос;1
6854 - ГКНС, 8-9 недель, Доставка товара включена в стоимость ;В работе;Мастер-Юг ООО;Договор поставки № 703/25;Сидоренко Александр;ПКНФ-00905 ;14.11.2025;18.11.2025;13.01.2026;14.11.2025;10070000;5035000;Канализационная насосная станция горизонтальная в корпусе КСС-ГКНС-3600-13200;1
7527 - ЕН 2 шт, 5-7 недель, Доставка товара включена в стоимость ;В работе;ЕВРОДОМ ГРУПП ООО;Договор поставки № М/РП-87/2025;Сидоренко Александр;ПКНФ-00909 ;17.11.2025;;17.11.2025;17.11.2025;391000;273700;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-2, D=1000 мм, L=2700 мм, объем 2 м3;1
7527 - ЕН 2 шт, 5-7 недель, Доставка товара включена в стоимость ;В работе;ЕВРОДОМ ГРУПП ООО;Договор поставки № М/РП-87/2025;Сидоренко Александр;ПКНФ-00909 ;17.11.2025;;17.11.2025;17.11.2025;391000;273700;Емкость накопительная, произведенная из стеклопластика   КСС-ЕН-12, D=2000 мм, L=4050 мм, объем 12 м;1
7841 - ЕН, 6-8 недель, Доставка товара включена в стоимость ;В работе;ЛИТЛИДЕР ООО;Договор поставки № 624/25;Марухленко Давид Сергеевич;ПКНФ-00913 ;19.11.2025;;19.11.2025;19.11.2025;465000;139500;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-30, D=2000 мм, L=10100 мм, объем 30 м;1
7030 - КНС, ШУ, 6-8 недель, Самовывоз;к отгрузке;ВДА ИНЖ ООО;Договор №442/24;Салогуб Денис;ПКНФ-00918 ;20.11.2025;;20.11.2025;20.11.2025;2772900;554580;Канализационная насосная станция в корпусе из стеклопластика  КСС-КНС-3000-7000 Q=150 м3/ч, H=25 м;1
7030 - КНС, ШУ, 6-8 недель, Самовывоз;к отгрузке;ВДА ИНЖ ООО;Договор №442/24;Салогуб Денис;ПКНФ-00918 ;20.11.2025;;20.11.2025;20.11.2025;2772900;554580;Шкаф управления двумя насосами, уличное исполнение, плавный пуск, двойной ввод питания с АВР, искроб;1
7564 - ЕН 2шт, ЛОС, УФ - 8-10нед. ЕН - 30 дней, ЛОС, УФ -6-8 нед. Доставка. Донавиадонстрой;Отгружен ч;КСС РОСТОВ ООО;Основной договор 1/18;Ефименко Александр ;ПКНФ-00921 ;21.11.2025;;29.01.2026;21.11.2025;4035000;3000000;Модульная станция УФ-обеззараживания ливневых сточных вод КСС-УФ-16 16 л/с, D=2500 мм, H=3300 мм;1
7564 - ЕН 2шт, ЛОС, УФ - 8-10нед. ЕН - 30 дней, ЛОС, УФ -6-8 нед. Доставка. Донавиадонстрой;Отгружен ч;КСС РОСТОВ ООО;Основной договор 1/18;Ефименко Александр ;ПКНФ-00921 ;21.11.2025;;29.01.2026;21.11.2025;4035000;3000000;Емкость накопительная КСС-ЕН-60, D=2500 мм, L=12500 мм, объем 60 м3;2
7564 - ЕН 2шт, ЛОС, УФ - 8-10нед. ЕН - 30 дней, ЛОС, УФ -6-8 нед. Доставка. Донавиадонстрой;Отгружен ч;КСС РОСТОВ ООО;Основной договор 1/18;Ефименко Александр ;ПКНФ-00921 ;21.11.2025;;29.01.2026;21.11.2025;4035000;3000000;Модульная установка локальных очистных сооружений КСС-ЛОС-16 л/с, D=2000 мм, L=7400 мм;1
7753 - ЖУ,6-8 недель,доставка.;В работе;ИП Лопоносова Екатерина Павловна;Договор №330/23;Сидоренко Александр;ПКНФ-00922 ;24.11.2025;;24.11.2025;24.11.2025;108000;108000;Жироуловитель вертикальный КСС-ЖУВ-2,5  D=1600 мм,H=2400 мм;1
7799 - ЖУ, 6-8 недель, Самовывоз ;В работе;ОКС ООО;Договор поставки № 720/25;Сергеев Дмитрий Владимирович;ПКНФ-00925 ;26.11.2025;11.12.2025;22.01.2026;26.11.2025;84000;84000;Жироуловитель вертикальный КСС-ЖУВ-3 в корпусе из стеклопластика 3 л/с, D=1000 мм, H=3200 мм;1
7896,7897- водоподготовка;В работе;КСС ( Водоподготовка);Основной договор;Алешков Антон;ПКНФ-00928 ;26.11.2025;26.11.2025;26.11.2025;26.11.2025;1917638;1917638;Станция подготовки питьевой воды ""Баланс А-8"" (без электрики);1
7896,7897- водоподготовка;В работе;КСС ( Водоподготовка);Основной договор;Алешков Антон;ПКНФ-00928 ;26.11.2025;26.11.2025;26.11.2025;26.11.2025;1917638;1917638;Станция подготовки питьевой воды ""Баланс А-5"" (без электрики);1
7399 - КНС, корпус 7-9 нед, насосы 9-11 нед. Доставка включ.;к отгрузке;ПРОМГРАЖДАНСТРОЙПРОЕКТ ООО;Договор поставки № 641/25;Марухленко Давид Сергеевич;ПКНФ-00930 ;27.11.2025;01.12.2025;27.11.2025;27.11.2025;933000;260000;КСС-КНС-1600-3600, на базе насосов CNP Q=10 м3/ч, H=26,3 м;1
7916 - гибкие вставки;В работе;Строй-Монтаж;Договор;Марухленко Давид Сергеевич;ПКНФ-00932 ;27.11.2025;;27.11.2025;27.11.2025;11600;11600;Гибкая вставка эластичная - антивибрационный компенсатор (виброкомпенсатор) DN050 PN10, фланец/флане;2
7916 - гибкие вставки;В работе;Строй-Монтаж;Договор;Марухленко Давид Сергеевич;ПКНФ-00932 ;27.11.2025;;27.11.2025;27.11.2025;11600;11600;Гибкая вставка эластичная - антивибрационный компенсатор (виброкомпенсатор) DN040 PN10, фланец/флане;2
6228.1 насосы 2 шт , 6-8 недель, Самовывоз;В работе;ИНЖЕНЕРНЫЕ СИСТЕМЫ ЮГА ООО;Договор поставки № 721/25;Сидоренко Александр;ПКНФ-00938 ;03.12.2025;;03.12.2025;03.12.2025;1200000;1200000;Насосы: KQ 50WQ/S218-1.1. длина кабеля – 10м (1 рабочий + 1 резервный) ;2
6228.2 ( в спец 3 насоса!), 6-8 недель, Самовывоз;В работе;ПРОМЕТЕЙ ООО;Договор поставки № 722/25;Менеджер;ПКНФ-00939 ;03.12.2025;04.12.2025;03.12.2025;03.12.2025;1100000;1100000;Насосы: KQ Q=940м3/ч, Н=12м;1
6228 - КНС 2 штуки,  6-8 недель.;В работе;ВЭС-СТРОЙ (монтаж);Договор поставки № 723/25;Сидоренко Александр;ПКНФ-00940 ;03.12.2025;;03.12.2025;03.12.2025;1766936;1766936;Корпус из армированного стеклопластика для КСС-КНС-1600 -6370;1
7485 - ЛОС 1 шт, 6-8 недель, Доставка товара включена в стоимость ;В работе;РК-СТРОЙГРУПП ООО;Договор поставки № 697/25;Собиев Олег;ПКНФ-00947 ;05.12.2025;09.12.2025;20.01.2026;05.12.2025;1310000;1310000;Модульная установка КСС-ЛОС-30, из 3 камер (ПО+МБО+СФ) 30 л/с, D=2400 мм  L=8000 мм;1
7586 - ПНС, до 8 раб. нед. ПНР и доставка включены. (в сумму включена достава 100 000 руб.);В работе;КСС РОСТОВ ООО;Основной договор 1/18;Хомченко Евгений Владимирович;ПКНФ-00948 ;05.12.2025;;05.12.2025;05.12.2025;2303500;1000000;КСС-ПНС-3600-4800  на базе установки подачиводы для подачиводы для пожаротушения КСС-П-2EST80-200- 2;1
579- КНС, 8-10 рабочих недель , насосы 15-16 рабочих недель (без учета праздничных дней), Доставка товара включена ;В работе;ЭНЕРГОСИЛА ООО;Договор поставки № 726/25;Сидоренко Александр;ПКНФ-00952 ;08.12.2025;;08.12.2025;08.12.2025;5585000;3909500;Канализационная насосная станция КСС-КНС-2400-6500 в корпусе,;1
